PERIOD,OwnerId,DealID,Opportunity stage,Closed won,Closed lost,Inbound Calls,Inbound Email,Outbound Email,Meetings Scheduled,Lead Response Time,Average Contract Value,Sales Cycle Length,Linkedin Messaging,Daily opportunity movements,Outbound leads created,Contacts per/in company,Sales by territory,Sales by industry,Sales by channel,Number of Demos
2021-07-31,2,261,Commitment,0,0,1,3,3,4,14,3433.75,197,0,4,3,8,1,3,0,0
2021-01-08,2,261,Closed,0,1,6,4,2,1,20,966.95,198,3,4,8,5,1,3,0,3
2021-01-17,2,262,Negotiation,0,0,8,1,4,2,47,655.74,0,0,0,6,7,3,3,1,3
2021-01-05,2,262,Pitching,0,0,9,3,4,4,12,2121.54,104,9,3,5,4,3,3,1,0
2021-08-08,2,262,Interaction,0,0,3,4,2,0,38,1706.03,203,1,3,8,1,3,3,1,0
2021-08-31,2,262,Commitment,0,0,3,4,2,0,38,1706.03,226,1,3,8,1,3,3,1,0
2021-01-09,2,262,Closed,0,1,8,4,4,2,33,2121.54,227,7,1,0,4,3,3,1,2
2021-01-17,2,263,Negotiation,0,0,0,0,4,3,36,1039.26,0,2,0,3,5,0,1,1,3
2021-02-02,2,263,Pitching,0,0,6,2,3,0,4,1039.26,16,8,2,7,4,0,1,1,1
2021-03-24,2,263,Interaction,0,0,1,4,4,3,45,3555.07,66,1,0,7,4,0,1,1,1
2021-08-31,2,263,Commitment,0,0,1,4,4,3,45,3555.07,226,1,0,7,4,0,1,1,1
2021-01-09,2,263,Closed,0,1,0,4,2,1,2,1039.26,227,3,3,1,8,0,1,1,0
2021-01-13,3,264,Interaction,0,0,1,2,1,2,2,2390.18,0,5,3,2,5,1,0,0,2
2021-01-04,3,264,Pitching,0,0,5,0,4,2,23,2254.93,78,4,0,6,2,1,0,0,3
2021-01-07,3,264,Negotiation,0,0,0,0,1,3,8,2254.93,169,2,3,6,3,1,0,0,3
2021-06-11,3,264,Commitment,0,0,0,0,1,3,8,2254.93,297,2,3,6,3,1,0,0,3
2021-07-11,3,264,Closed,0,1,6,0,3,1,11,1321.9,298,7,4,0,1,1,0,0,2
2021-01-17,4,265,Negotiation,0,0,2,2,0,3,25,1652.08,0,5,0,2,4,2,3,1,1
2021-02-02,4,265,Pitching,0,0,7,4,2,3,15,1652.08,16,6,4,5,5,2,3,1,1
2021-03-24,4,265,Interaction,0,0,7,4,2,3,13,1174.9,66,6,0,0,9,2,3,1,3
2021-08-31,4,265,Commitment,0,0,7,4,2,3,13,1174.9,226,6,0,0,9,2,3,1,3
2021-01-09,4,265,Closed,0,1,5,4,2,3,26,1652.08,227,8,0,0,8,2,3,1,2
2021-01-17,3,266,Interaction,0,0,5,0,4,1,38,3773.78,0,4,1,1,9,3,0,1,2
2021-01-05,3,266,Pitching,0,0,5,0,1,3,19,3221.66,104,4,4,1,8,3,0,1,1
2021-01-09,3,266,Negotiation,0,0,0,3,2,0,34,3221.66,227,3,0,6,1,3,0,1,0
2021-09-22,3,266,Commitment,0,0,0,3,2,0,34,3221.66,248,3,0,6,1,3,0,1,0
2021-09-23,3,266,Closed,0,1,3,4,3,0,2,4104.17,249,6,1,4,2,3,0,1,2
2021-01-23,2,267,Negotiation,0,0,4,0,1,1,3,3109.99,0,2,4,1,5,3,2,2,2
2021-02-14,2,267,Interaction,0,0,3,1,1,1,40,3109.99,22,6,2,5,9,3,2,2,1
2021-01-12,2,267,Pitching,0,0,1,1,1,2,43,3109.99,312,0,2,3,9,3,2,2,1
2021-12-19,2,267,Commitment,0,0,1,1,1,2,43,3109.99,330,0,2,3,9,3,2,2,1
2021-12-20,2,267,Closed,0,1,9,1,0,3,35,3744.23,331,0,1,2,3,3,2,2,2
2021-01-19,2,268,Negotiation,0,0,8,3,1,3,26,4314.82,0,4,2,6,7,2,2,2,0
2021-02-06,2,268,Pitching,0,0,1,3,4,4,35,4314.82,134,0,3,5,6,2,2,2,3
2021-06-30,2,268,Interaction,0,0,4,0,1,4,5,4783.64,162,1,3,1,6,2,2,2,1
2021-09-30,2,268,Commitment,0,0,4,0,1,4,5,4783.64,254,1,3,1,6,2,2,2,1
2021-01-10,2,268,Closed,1,0,3,3,3,0,12,4314.82,255,7,0,2,3,2,2,2,0
2021-01-21,4,269,Interaction,0,0,2,4,3,1,30,2770.15,0,2,0,8,2,1,0,1,2
2021-01-06,4,269,Pitching,0,0,5,3,1,1,2,4560.26,131,1,0,9,9,1,0,1,3
2021-01-11,4,269,Negotiation,0,0,0,2,2,4,45,4560.26,284,9,2,9,3,1,0,1,2
2021-11-25,4,269,Commitment,0,0,0,2,2,4,45,4560.26,308,9,2,9,3,1,0,1,2
2021-11-26,4,269,Closed,0,1,4,0,2,4,25,3210.52,309,3,0,3,3,1,0,1,0
2021-01-21,5,270,Negotiation,0,0,8,4,4,2,20,4961.67,0,0,0,2,3,2,1,1,3
2021-05-21,5,270,Interaction,0,0,9,4,4,0,18,3807.46,120,3,4,8,4,2,1,1,1
2021-01-06,5,270,Pitching,0,0,7,2,1,1,9,2214.14,131,7,2,4,5,2,1,1,0
2021-10-31,5,270,Commitment,0,0,7,2,1,1,9,2214.14,283,7,2,4,5,2,1,1,0
2021-01-11,5,270,Closed,0,1,8,1,4,4,41,2214.14,284,2,4,5,3,2,1,1,3
2021-01-13,3,271,Negotiation,0,0,3,0,0,4,38,4943.09,0,3,3,5,9,1,2,1,1
2021-01-25,3,271,Interaction,0,0,3,0,3,1,6,4943.09,12,8,0,1,8,1,2,1,3
2021-01-07,3,271,Pitching,0,0,2,3,0,0,32,4943.09,169,0,3,1,8,1,2,1,1
2021-08-17,3,271,Commitment,0,0,2,3,0,0,32,4943.09,216,0,3,1,8,1,2,1,1
2021-08-18,3,271,Closed,0,1,4,1,1,0,6,1464.84,217,7,2,2,4,1,2,1,1
2021-01-17,4,272,Negotiation,0,0,3,0,3,3,32,3362.5,0,9,3,8,7,2,2,0,1
2021-02-02,4,272,Interaction,0,0,1,4,4,0,20,3362.5,16,6,2,3,9,2,2,0,1
2021-01-09,4,272,Pitching,0,0,7,1,1,2,1,3362.5,227,1,1,2,3,2,2,0,2
2021-05-11,4,272,Commitment,0,0,7,1,1,2,1,3362.5,292,1,1,2,3,2,2,0,2
2021-06-11,4,272,Closed,0,1,4,1,2,2,23,4273.5,293,4,3,7,3,2,2,0,2
2021-01-21,2,273,Negotiation,0,0,0,2,4,1,19,1377.53,0,7,0,4,1,1,1,2,0
2021-02-10,2,273,Interaction,0,0,4,2,4,0,16,1377.53,254,7,0,1,4,1,1,2,2
2021-01-11,2,273,Pitching,0,0,0,1,1,2,11,1377.53,284,5,0,9,3,1,1,2,3
2021-11-20,2,273,Commitment,0,0,0,1,1,2,11,1377.53,303,5,0,9,3,1,1,2,3
2021-11-21,2,273,Closed,1,0,8,4,1,3,19,2093.15,304,7,3,8,9,1,1,2,3
2021-01-03,3,274,Pitching,0,0,5,4,1,0,46,863.74,0,5,0,3,6,1,3,2,2
2021-01-05,3,274,Negotiation,0,0,7,0,3,4,32,863.74,61,5,4,3,9,1,3,2,2
2021-01-09,3,274,Interaction,0,0,2,4,1,4,43,863.74,184,9,2,7,5,1,3,2,2
2021-11-23,3,274,Commitment,0,0,2,4,1,4,43,863.74,267,9,2,7,5,1,3,2,2
2021-11-24,3,274,Closed,0,1,0,0,3,2,47,1036.0,268,2,0,5,7,1,3,2,2
2021-01-17,5,275,Negotiation,0,0,5,3,1,1,29,4260.65,0,6,1,6,3,3,3,0,3
2021-04-21,5,275,Interaction,0,0,2,3,1,4,41,4355.84,94,0,1,9,4,3,3,0,1
2021-01-05,5,275,Pitching,0,0,2,0,4,0,7,4124.53,104,3,0,7,8,3,3,0,3
2021-08-31,5,275,Commitment,0,0,2,0,4,0,7,4124.53,226,3,0,7,8,3,3,0,3
2021-01-09,5,275,Closed,0,1,2,3,2,4,43,4124.53,227,2,0,7,5,3,3,0,2
2021-01-13,2,276,Negotiation,0,0,2,2,4,1,2,4436.8,0,1,1,5,6,3,0,0,0
2021-03-03,2,276,Interaction,0,0,4,3,2,0,4,3985.55,49,6,3,9,6,3,0,0,3
2021-01-04,2,276,Pitching,0,0,9,3,4,3,4,4181.72,78,7,1,0,5,3,0,0,3
2021-06-30,2,276,Commitment,0,0,9,3,4,3,4,4181.72,168,7,1,0,5,3,0,0,3
2021-01-07,2,276,Closed,0,1,7,4,1,4,21,4181.72,169,6,1,7,6,3,0,0,2
2021-01-02,2,277,Pitching,0,0,5,2,0,2,26,1185.59,0,4,1,0,1,1,3,1,2
2021-01-03,2,277,Negotiation,0,0,8,2,2,1,25,1185.59,28,2,3,1,6,1,3,1,1
2021-01-05,2,277,Interaction,0,0,5,2,1,2,46,1185.59,89,6,2,3,2,1,3,1,1
2021-06-26,2,277,Commitment,0,0,5,2,1,2,46,1185.59,145,6,2,3,2,1,3,1,1
2021-06-27,2,277,Closed,0,1,2,0,0,3,44,2574.22,146,3,1,8,9,1,3,1,3
2021-01-21,1,278,Negotiation,0,0,4,1,3,0,30,2895.03,0,8,2,0,9,2,2,1,3
2021-01-06,1,278,Pitching,0,0,9,4,2,2,45,3463.76,131,0,0,0,6,2,2,1,3
2021-03-08,1,278,Interaction,0,0,5,2,4,1,43,4343.87,194,2,2,0,7,2,2,1,3
2021-10-31,1,278,Commitment,0,0,5,2,4,1,43,4343.87,283,2,2,0,7,2,2,1,3
2021-01-11,1,278,Closed,0,1,5,2,1,1,4,3463.76,284,5,4,8,9,2,2,1,1
2021-01-02,1,279,Pitching,0,0,2,4,3,2,37,2940.58,0,9,4,3,8,0,2,1,3
2021-01-03,1,279,Negotiation,0,0,4,4,0,3,43,2940.58,28,9,2,7,6,0,2,1,0
2021-04-20,1,279,Interaction,0,0,3,1,2,0,41,4760.39,78,2,1,9,2,0,2,1,2
2021-04-30,1,279,Commitment,0,0,3,1,2,0,41,4760.39,88,2,1,9,2,0,2,1,2
2021-01-05,1,279,Closed,0,1,4,4,4,0,19,2940.58,89,0,0,3,9,0,2,1,0
2021-01-23,5,280,Negotiation,0,0,5,3,4,1,32,3786.67,0,5,2,1,3,3,0,1,0
2021-02-14,5,280,Pitching,0,0,0,3,2,2,44,3786.67,22,3,4,0,5,3,0,1,1
2021-11-17,5,280,Interaction,0,0,5,0,0,1,32,1475.85,298,8,4,4,8,3,0,1,0
2021-11-30,5,280,Commitment,0,0,5,0,0,1,32,1475.85,311,8,4,4,8,3,0,1,0
2021-01-12,5,280,Closed,0,1,5,2,1,3,9,3786.67,312,3,2,2,2,3,0,1,2
2021-01-03,4,281,Pitching,0,0,2,2,4,4,36,1134.44,0,3,2,0,5,0,2,1,1
2021-01-05,4,281,Negotiation,0,0,7,0,4,3,18,1134.44,61,1,3,1,7,0,2,1,2
2021-01-09,4,281,Interaction,0,0,5,4,0,3,31,1134.44,184,7,3,0,9,0,2,1,2
2021-01-11,4,281,Commitment,0,0,5,4,0,3,31,1134.44,245,7,3,0,9,0,2,1,2
2021-02-11,4,281,Closed,0,1,0,0,1,4,25,2302.81,246,9,4,0,9,0,2,1,1
2021-01-15,3,282,Negotiation,0,0,9,1,3,4,44,2572.01,0,0,3,3,4,3,0,2,1
2021-01-29,3,282,Interaction,0,0,8,3,2,4,47,2572.01,14,3,3,4,5,3,0,2,3
2021-01-08,3,282,Pitching,0,0,1,0,4,3,12,2572.01,198,5,1,5,7,3,0,2,1
2021-11-27,3,282,Commitment,0,0,1,0,4,3,12,2572.01,316,5,1,5,7,3,0,2,1
2021-11-28,3,282,Closed,0,1,6,2,2,3,9,4736.86,317,7,3,0,3,3,0,2,2
2021-01-17,4,283,Negotiation,0,0,7,1,4,4,14,1243.23,0,4,3,7,1,2,1,2,2
2021-11-03,4,283,Interaction,0,0,8,0,0,2,33,3324.19,53,6,0,6,4,2,1,2,3
2021-01-05,4,283,Pitching,0,0,6,0,0,2,7,4320.39,104,3,4,1,8,2,1,2,3
2021-08-31,4,283,Commitment,0,0,6,0,0,2,7,4320.39,226,3,4,1,8,2,1,2,3
2021-01-09,4,283,Closed,0,1,2,2,3,3,45,4320.39,227,3,3,6,7,2,1,2,1
2021-01-17,3,284,Negotiation,0,0,1,2,0,2,18,1292.21,0,0,3,4,7,1,1,0,0
2021-02-02,3,284,Pitching,0,0,8,1,0,3,1,1292.21,16,0,2,8,8,1,1,0,3
2021-11-06,3,284,Interaction,0,0,5,1,3,0,31,3680.94,145,8,4,5,8,1,1,0,3
2021-08-31,3,284,Commitment,0,0,5,1,3,0,31,3680.94,226,8,4,5,8,1,1,0,3
2021-01-09,3,284,Closed,1,0,1,0,2,3,4,1292.21,227,0,0,4,4,1,1,0,3
2021-01-17,2,285,Negotiation,0,0,7,4,4,4,38,3450.42,0,6,1,9,8,0,2,1,1
2021-01-05,2,285,Pitching,0,0,6,0,4,0,41,1203.08,104,6,1,8,6,0,2,1,2
2021-06-22,2,285,Interaction,0,0,5,1,3,2,38,3664.85,156,6,1,2,8,0,2,1,3
2021-08-31,2,285,Commitment,0,0,5,1,3,2,38,3664.85,226,6,1,2,8,0,2,1,3
2021-01-09,2,285,Closed,1,0,8,2,1,4,34,1203.08,227,9,0,9,5,0,2,1,1
2021-01-03,1,286,Pitching,0,0,4,0,2,1,39,3201.95,0,5,3,4,4,1,3,0,0
2021-01-05,1,286,Negotiation,0,0,6,3,1,1,42,3201.95,61,3,4,4,7,1,3,0,1
2021-01-09,1,286,Interaction,0,0,4,1,0,3,34,3201.95,184,9,1,9,7,1,3,0,1
2021-12-24,1,286,Commitment,0,0,4,1,0,3,34,3201.95,298,9,1,9,7,1,3,0,1
2021-12-25,1,286,Closed,1,0,9,2,4,3,30,1550.77,299,0,0,1,8,1,3,0,0
2021-01-13,4,287,Negotiation,0,0,4,3,3,4,47,3480.55,0,5,1,3,3,3,2,0,2
2021-03-24,4,287,Interaction,0,0,1,2,0,1,1,4017.27,70,1,3,9,6,3,2,0,0
2021-01-04,4,287,Pitching,0,0,4,2,0,1,3,3381.11,78,2,1,5,7,3,2,0,3
2021-06-30,4,287,Commitment,0,0,4,2,0,1,3,3381.11,168,2,1,5,7,3,2,0,3
2021-01-07,4,287,Closed,1,0,1,4,2,0,1,3381.11,169,6,0,4,7,3,2,0,0
2021-01-03,1,288,Pitching,0,0,0,2,3,2,45,2339.43,0,0,4,5,1,1,3,1,1
2021-01-05,1,288,Negotiation,0,0,6,4,2,4,45,2339.43,61,5,1,6,2,1,3,1,3
2021-01-09,1,288,Interaction,0,0,8,4,2,1,22,2339.43,184,0,1,0,9,1,3,1,3
2021-05-11,1,288,Commitment,0,0,8,4,2,1,22,2339.43,249,0,1,0,9,1,3,1,3
2021-06-11,1,288,Closed,0,1,8,0,4,3,10,4651.96,250,0,0,7,4,1,3,1,3
2021-01-21,3,289,Negotiation,0,0,5,0,4,2,37,3098.1,0,5,3,2,8,1,1,2,0
2021-09-07,3,289,Interaction,0,0,9,3,3,3,24,4322.13,169,6,2,9,2,1,1,2,2
2021-02-10,3,289,Pitching,0,0,7,3,4,4,36,3098.1,254,9,4,2,2,1,1,2,0
2021-10-31,3,289,Commitment,0,0,7,3,4,4,36,3098.1,283,9,4,2,2,1,1,2,0
2021-01-11,3,289,Closed,0,1,8,4,4,0,13,3098.1,284,8,3,1,5,1,1,2,2
2021-01-17,5,290,Negotiation,0,0,7,4,3,1,9,4741.14,0,2,0,1,9,2,3,2,2
2021-01-29,5,290,Interaction,0,0,5,1,0,2,25,2944.02,12,6,0,5,3,2,3,2,1
2021-02-02,5,290,Pitching,0,0,1,1,4,4,39,4741.14,16,8,3,5,3,2,3,2,1
2021-08-31,5,290,Commitment,0,0,1,1,4,4,39,4741.14,226,8,3,5,3,2,3,2,1
2021-01-09,5,290,Closed,0,1,7,2,3,1,1,4741.14,227,0,0,0,8,2,3,2,0
2021-01-13,1,291,Negotiation,0,0,1,4,3,1,7,4159.46,0,1,0,6,5,2,0,1,1
2021-01-25,1,291,Pitching,0,0,3,2,3,4,31,4159.46,12,7,3,0,1,2,0,1,3
2021-03-30,1,291,Interaction,0,0,7,3,0,1,41,3186.79,76,8,2,6,6,2,0,1,3
2021-06-30,1,291,Commitment,0,0,7,3,0,1,41,3186.79,168,8,2,6,6,2,0,1,3
2021-01-07,1,291,Closed,0,1,1,4,3,2,42,4159.46,169,7,1,5,2,2,0,1,2
2021-01-13,5,292,Negotiation,0,0,6,1,4,3,46,1585.62,0,5,3,0,2,3,1,1,2
2021-01-21,5,292,Interaction,0,0,3,0,2,3,28,3289.66,8,7,0,7,8,3,1,1,1
2021-01-04,5,292,Pitching,0,0,4,1,0,2,18,1456.32,78,6,3,3,8,3,1,1,1
2021-06-30,5,292,Commitment,0,0,4,1,0,2,18,1456.32,168,6,3,3,8,3,1,1,1
2021-01-07,5,292,Closed,0,1,5,4,1,1,15,1456.32,169,9,4,6,1,3,1,1,2
2021-01-23,5,293,Negotiation,0,0,3,4,0,3,40,2345.3,0,3,2,0,3,2,2,2,0
2021-02-14,5,293,Pitching,0,0,8,0,0,3,8,2345.3,22,4,2,5,6,2,2,2,1
2021-10-08,5,293,Interaction,0,0,6,2,3,4,16,1602.87,199,1,0,2,5,2,2,2,1
2021-11-30,5,293,Commitment,0,0,6,2,3,4,16,1602.87,311,1,0,2,5,2,2,2,1
2021-01-12,5,293,Closed,0,1,5,1,1,2,6,2345.3,312,3,1,7,9,2,2,2,0
2021-01-17,4,294,Negotiation,0,0,8,4,2,1,22,2219.14,0,2,2,6,8,0,2,2,0
2021-02-02,4,294,Pitching,0,0,7,0,0,2,40,2219.14,16,7,3,8,3,0,2,2,1
2021-02-04,4,294,Interaction,0,0,1,1,3,1,21,3588.22,75,8,0,4,1,0,2,2,2
2021-08-31,4,294,Commitment,0,0,1,1,3,1,21,3588.22,226,8,0,4,1,0,2,2,2
2021-01-09,4,294,Closed,0,1,5,2,2,3,10,2219.14,227,5,3,2,4,0,2,2,2
2021-01-13,3,295,Negotiation,0,0,0,0,0,2,40,3531.29,0,8,4,0,9,1,2,1,2
2021-01-25,3,295,Pitching,0,0,3,1,0,0,3,3531.29,12,2,3,1,3,1,2,1,3
2021-04-24,3,295,Interaction,0,0,8,4,0,0,33,2736.92,101,9,2,2,8,1,2,1,3
2021-06-30,3,295,Commitment,0,0,8,4,0,0,33,2736.92,168,9,2,2,8,1,2,1,3
2021-01-07,3,295,Closed,0,1,9,1,4,2,14,3531.29,169,7,0,7,4,1,2,1,0
2021-01-23,2,296,Negotiation,0,0,6,3,4,3,43,3401.25,0,8,0,8,3,2,1,1,2
2021-02-14,2,296,Pitching,0,0,8,3,1,2,28,3401.25,22,9,1,4,4,2,1,1,0
2021-11-07,2,296,Interaction,0,0,8,2,2,1,41,556.12,169,2,3,7,5,2,1,1,3
2021-11-30,2,296,Commitment,0,0,8,2,2,1,41,556.12,311,2,3,7,5,2,1,1,3
2021-01-12,2,296,Closed,0,1,3,0,3,3,30,3401.25,312,7,0,6,2,2,1,1,3
2021-01-17,1,297,Negotiation,0,0,4,3,0,2,13,3689.52,0,3,0,4,1,1,0,0,3
2021-02-02,1,297,Interaction,0,0,8,0,4,1,42,3689.52,16,9,2,5,4,1,0,0,3
2021-01-09,1,297,Pitching,0,0,8,4,0,2,32,3689.52,227,4,1,1,8,1,0,0,1
2021-09-17,1,297,Commitment,0,0,8,4,0,2,32,3689.52,243,4,1,1,8,1,0,0,1
2021-09-18,1,297,Closed,0,1,7,1,0,4,29,4300.86,244,8,1,5,4,1,0,0,3
2021-01-17,3,298,Negotiation,0,0,8,3,2,3,45,4428.17,0,1,3,2,9,2,1,2,1
2021-02-02,3,298,Interaction,0,0,3,1,2,4,12,4428.17,16,6,1,1,1,2,1,2,0
2021-01-09,3,298,Pitching,0,0,8,1,4,2,1,4428.17,227,4,1,8,3,2,1,2,1
2021-09-16,3,298,Commitment,0,0,8,1,4,2,1,4428.17,242,4,1,8,3,2,1,2,1
2021-09-17,3,298,Closed,1,0,3,4,0,0,1,4765.24,243,4,4,9,2,2,1,2,0
2021-01-03,4,299,Pitching,0,0,8,4,2,3,16,1466.57,0,9,2,1,7,0,0,2,2
2021-01-05,4,299,Negotiation,0,0,6,0,0,2,38,1466.57,61,7,3,9,1,0,0,2,1
2021-07-16,4,299,Interaction,0,0,3,3,0,4,16,4171.61,137,2,2,3,9,0,0,2,0
2021-08-31,4,299,Commitment,0,0,3,3,0,4,16,4171.61,183,2,2,3,9,0,0,2,0
2021-01-09,4,299,Closed,0,1,9,4,3,4,42,1466.57,184,7,2,9,4,0,0,2,3
2021-01-19,1,300,Negotiation,0,0,6,1,1,4,1,1086.37,0,2,2,1,3,3,2,1,0
2021-02-06,1,300,Interaction,0,0,1,1,2,1,34,1086.37,134,5,2,3,3,3,2,1,2
2021-01-10,1,300,Pitching,0,0,6,2,2,4,1,1086.37,255,9,1,3,4,3,2,1,0
2021-11-24,1,300,Commitment,0,0,6,2,2,4,1,1086.37,309,9,1,3,4,3,2,1,0
2021-11-25,1,300,Closed,0,1,1,1,2,1,5,1201.33,310,0,0,0,3,3,2,1,0
2021-01-23,2,301,Negotiation,0,0,2,0,0,0,39,1690.23,0,9,4,0,4,1,3,0,3
2021-02-14,2,301,Pitching,0,0,5,0,4,0,16,1690.23,22,4,3,5,1,1,3,0,2
2021-08-28,2,301,Interaction,0,0,0,2,1,3,39,3575.65,217,5,3,1,3,1,3,0,3
2021-11-30,2,301,Commitment,0,0,0,2,1,3,39,3575.65,311,5,3,1,3,1,3,0,3
2021-01-12,2,301,Closed,1,0,5,1,1,3,29,1690.23,312,6,3,9,8,1,3,0,1
2021-01-21,4,302,Negotiation,0,0,9,4,0,1,35,3767.54,0,3,1,1,2,0,0,0,3
2021-10-03,4,302,Interaction,0,0,7,3,1,0,28,4368.68,48,4,2,2,4,0,0,0,2
2021-01-06,4,302,Pitching,0,0,2,3,2,0,1,4471.83,131,2,0,2,3,0,0,0,0
2021-10-31,4,302,Commitment,0,0,2,3,2,0,1,4471.83,283,2,0,2,3,0,0,0,0
2021-01-11,4,302,Closed,0,1,1,1,2,1,21,4471.83,284,2,2,5,9,0,0,0,3
2021-01-02,3,303,Pitching,0,0,0,2,0,0,15,3067.98,0,9,1,5,7,0,2,0,0
2021-01-03,3,303,Negotiation,0,0,7,0,2,0,33,3067.98,28,6,1,7,7,0,2,0,1
2021-01-05,3,303,Interaction,0,0,5,2,0,0,26,3067.98,89,2,2,5,8,0,2,0,0
2021-11-15,3,303,Commitment,0,0,5,2,0,0,26,3067.98,287,2,2,5,8,0,2,0,0
2021-11-16,3,303,Closed,1,0,1,2,0,4,44,4047.85,288,9,2,7,2,0,2,0,3
2021-01-21,1,304,Negotiation,0,0,9,2,2,0,37,3113.21,0,2,2,2,6,2,2,2,2
2021-01-06,1,304,Pitching,0,0,6,3,3,0,3,656.19,131,3,4,9,6,2,2,2,2
2021-09-22,1,304,Interaction,0,0,1,1,2,1,30,4541.89,244,6,1,0,2,2,2,2,0
2021-10-31,1,304,Commitment,0,0,1,1,2,1,30,4541.89,283,6,1,0,2,2,2,2,0
2021-01-11,1,304,Closed,0,1,9,1,4,3,30,656.19,284,1,1,1,4,2,2,2,2
2021-01-02,3,305,Pitching,0,0,6,0,1,2,45,699.76,0,6,0,7,9,1,0,2,3
2021-01-03,3,305,Negotiation,0,0,3,1,3,4,45,699.76,28,5,3,9,5,1,0,2,3
2021-01-05,3,305,Interaction,0,0,1,1,2,1,32,699.76,89,1,1,9,5,1,0,2,3
2021-08-05,3,305,Commitment,0,0,1,1,2,1,32,699.76,96,1,1,9,5,1,0,2,3
2021-09-05,3,305,Closed,0,1,0,4,3,3,39,3947.48,97,3,1,9,4,1,0,2,0
2021-01-19,2,306,Negotiation,0,0,0,2,3,4,45,1312.76,0,9,1,2,3,2,2,2,3
2021-02-05,2,306,Interaction,0,0,1,3,3,4,1,601.29,103,2,3,4,3,2,2,2,1
2021-02-06,2,306,Pitching,0,0,1,2,4,0,44,1312.76,134,2,3,3,6,2,2,2,3
2021-09-30,2,306,Commitment,0,0,1,2,4,0,44,1312.76,254,2,3,3,6,2,2,2,3
2021-01-10,2,306,Closed,1,0,0,4,3,0,30,1312.76,255,7,0,4,4,2,2,2,1
2021-01-21,1,307,Negotiation,0,0,7,1,0,0,19,2791.11,0,8,0,4,8,1,2,2,3
2021-04-20,1,307,Interaction,0,0,0,3,0,3,42,2584.11,89,8,1,3,8,1,2,2,3
2021-02-10,1,307,Pitching,0,0,0,4,4,3,11,2791.11,254,5,0,2,4,1,2,2,2
2021-10-31,1,307,Commitment,0,0,0,4,4,3,11,2791.11,283,5,0,2,4,1,2,2,2
2021-01-11,1,307,Closed,0,1,7,4,1,0,41,2791.11,284,7,4,9,6,1,2,2,1
2021-01-02,2,308,Pitching,0,0,1,1,3,1,46,1176.53,0,5,3,7,2,1,0,1,2
2021-01-03,2,308,Negotiation,0,0,5,4,0,1,31,1176.53,28,8,0,3,4,1,0,1,2
2021-01-05,2,308,Interaction,0,0,9,2,2,4,5,1176.53,89,1,3,4,8,1,0,1,0
2021-09-16,2,308,Commitment,0,0,9,2,2,4,5,1176.53,227,1,3,4,8,1,0,1,0
2021-09-17,2,308,Closed,0,1,0,2,0,1,33,2241.71,228,2,2,6,5,1,0,1,3
2021-01-19,3,309,Negotiation,0,0,5,3,4,4,9,2069.82,0,1,4,9,3,0,3,0,1
2021-02-06,3,309,Pitching,0,0,1,4,3,4,26,2069.82,134,7,1,5,9,0,3,0,3
2021-09-18,3,309,Interaction,0,0,4,4,3,0,11,2123.33,242,3,3,2,3,0,3,0,1
2021-09-30,3,309,Commitment,0,0,4,4,3,0,11,2123.33,254,3,3,2,3,0,3,0,1
2021-01-10,3,309,Closed,0,1,9,3,3,0,40,2069.82,255,4,4,9,5,0,3,0,1
2021-01-02,1,310,Pitching,0,0,1,4,0,3,2,912.45,0,0,0,8,5,3,1,1,1
2021-01-03,1,310,Negotiation,0,0,3,4,1,2,16,912.45,28,2,3,4,2,3,1,1,2
2021-01-05,1,310,Interaction,0,0,4,4,4,1,19,912.45,89,1,1,9,5,3,1,1,2
2021-11-15,1,310,Commitment,0,0,4,4,4,1,19,912.45,287,1,1,9,5,3,1,1,2
2021-11-16,1,310,Closed,0,1,5,4,2,1,17,1800.4,288,0,3,4,5,3,1,1,0
2021-01-15,5,311,Negotiation,0,0,1,4,4,0,27,1814.19,0,1,0,4,1,0,0,0,1
2021-01-29,5,311,Pitching,0,0,7,3,2,3,39,1814.19,14,2,4,0,2,0,0,0,2
2021-04-16,5,311,Interaction,0,0,2,4,1,4,2,1758.89,91,5,2,9,9,0,0,0,3
2021-07-31,5,311,Commitment,0,0,2,4,1,4,2,1758.89,197,5,2,9,9,0,0,0,3
2021-01-08,5,311,Closed,0,1,9,1,4,2,23,1814.19,198,0,3,4,2,0,0,0,0
2021-01-21,1,312,Interaction,0,0,8,1,1,4,9,2266.31,0,3,1,0,3,2,2,1,2
2021-01-06,1,312,Pitching,0,0,8,0,1,0,15,3459.88,131,4,0,2,7,2,2,1,3
2021-01-11,1,312,Negotiation,0,0,4,4,1,3,39,3459.88,284,5,2,6,1,2,2,1,2
2021-10-11,1,312,Commitment,0,0,4,4,1,3,39,3459.88,293,5,2,6,1,2,2,1,2
2021-11-11,1,312,Closed,0,1,0,3,0,1,3,4612.83,294,7,1,0,5,2,2,1,2
2021-01-17,3,313,Negotiation,0,0,7,0,3,1,36,2628.42,0,0,4,1,4,0,0,2,0
2021-02-02,3,313,Pitching,0,0,6,3,3,3,7,2628.42,16,1,3,3,5,0,0,2,2
2021-03-14,3,313,Interaction,0,0,2,2,1,4,1,4870.5,56,6,4,8,7,0,0,2,2
2021-08-31,3,313,Commitment,0,0,2,2,1,4,1,4870.5,226,6,4,8,7,0,0,2,2
